""," Baseline"," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"NFIB",4.216472797,4.200298194,4.042112654,4.088399038,4.114213041,4.018892947,3.917456156,3.97160172,4.083206045,4.107831821,4.123206309,4.128890809,4.085873445,4.101724098,4.237005142
"NFIC",6.461615533,6.123556969,6.162108589,5.853625884,6.238090624,6.347616907,6.339628207,5.909353037,6.095873352,6.460239099,5.964395674,6.044986139,5.88169026,5.955506336,6.10777089
"NFIL3",10.10743001,10.10038447,10.48402595,9.142329563,10.211293,10.2973908,9.953072754,9.736311282,8.400527946,10.25794599,9.74842169,8.911263015,9.971888958,9.91988706,8.738229481
"NFIX",7.27476838,7.053713293,6.972789015,7.09498364,6.993068326,6.430539913,6.674368614,6.30619818,6.808117964,7.034185791,6.223983741,6.856070845,6.909433566,6.817120865,7.488544957
"ATP1A3",4.465286743,4.404588537,4.457275974,4.533211111,4.708502071,4.541533691,4.663165769,4.386783061,4.541006121,4.353148436,4.317784729,4.458749634,4.404836392,4.605764973,4.433570946
"NFKB1",10.74175652,10.7659665,10.7007596,10.86099961,10.48152863,10.57088296,10.34831059,10.35127801,10.498642,10.42181773,10.45915148,10.47823338,10.24493163,10.25347929,10.26461297
"NFKB2",8.07307759,7.699816416,7.546036802,7.306186024,7.419855224,7.513703197,7.517369703,7.336455843,7.283966905,7.633360504,7.201522195,7.173521634,7.081744729,7.015704111,7.165211196
"NFKBIA",12.49656276,12.40179826,12.44989653,12.30003824,12.18676537,12.48512058,12.25164192,11.9653551,11.72344787,12.32038432,11.80861687,11.74231912,11.75012426,11.84337011,11.25887937
"NFKBIB",7.976953975,7.974386567,7.907756289,7.866032204,7.888151068,7.753557545,7.823011916,7.54418666,7.67781571,7.873185499,7.697084789,7.64555355,7.613511978,7.679180792,7.809036228
"NFKBIE",7.757852421,7.583947786,7.602668641,7.743917771,7.741473621,7.777008881,7.782694719,7.67386039,7.588850055,7.624889689,7.634728298,7.470645947,7.578114554,7.57133463,7.707306392
"NFKBIL1",6.598458651,6.468946303,6.021171121,6.51046692,6.355229698,6.378584114,6.414262788,6.331789171,6.343670377,6.383894123,6.423543433,6.230368787,6.243967939,6.336597361,6.281848415
"TONSL",4.671145732,4.627854372,4.313607522,4.650819592,4.472965109,4.396373584,4.28005731,4.419202221,4.496984706,4.607132858,4.657811702,4.55925143,4.375135708,4.54651276,4.506344165
"NFRKB",7.42668737,7.464816848,7.36195713,7.272790237,6.900653257,7.156489439,7.038653717,6.790074991,7.082231836,7.008331007,6.977660066,7.020556843,6.903715013,6.837874566,6.606045336
"NFX1",7.428820421,7.421838333,7.319661134,7.398043273,7.245998829,7.297304323,7.417290311,7.454326125,7.659708788,7.370073387,7.338878092,7.50312201,7.327102845,7.3985482,7.262904032
"ATP12A",6.114729046,5.783012837,5.758982648,5.693378922,5.606488066,5.801895812,5.550002018,5.492304236,5.656500385,5.673761939,5.450554845,5.768517644,5.567087672,5.577792348,5.708284044
"ACLY",8.886446853,8.963935845,8.894122274,9.245454202,8.609996198,8.897509556,8.836889248,8.769450851,8.670905482,8.847326421,8.793482283,8.702475365,8.598412042,8.670022902,8.479243203
"NFYA",6.951959254,6.969210298,7.050772771,6.788986217,6.902695009,7.066003579,6.836179703,6.677847577,6.62080006,6.856784149,6.64697912,6.807065426,6.757452027,6.755916175,6.495586278
"NFYB",4.114985043,4.257079,4.692763875,4.450127478,4.56310463,4.951587325,5.068601617,5.689765113,5.371793616,4.720119961,5.763109235,5.330055414,5.882441442,6.060111693,5.215749898
"NFYC",9.244370531,9.188297724,9.207159012,8.962454698,8.965610829,9.027984203,8.91150024,8.798777428,8.593922138,8.975725965,8.720562243,8.667125351,8.751610763,8.677187659,8.493216182
"NGF",5.654385571,5.877630285,5.857251607,5.824052208,5.558173611,5.56108163,5.41317975,5.625034621,5.715274191,5.437091594,5.53401875,5.786960921,5.634877022,5.567577182,5.808890895
"NGFR",4.359967588,4.207602346,4.291312904,4.182879818,4.260427632,4.383369524,4.390217489,4.084629706,4.071203054,4.277557157,4.384858729,4.210452254,4.177427952,3.984824257,4.162729635
"NHLH2",4.306192466,4.338086995,4.412984948,4.340137927,4.305480656,4.289523169,4.03744831,4.320021237,4.296828551,4.184067986,4.30390399,4.261966887,4.201435031,4.24216911,4.203701086
"SNU13",10.05854501,10.19934102,10.17742199,10.40998923,10.24506759,10.17973824,10.28733232,10.22685064,10.41170239,10.08807937,10.2199338,10.39503198,10.20857616,10.21783896,10.31713458
"NID1",5.383715404,5.398380824,5.518490192,5.83264558,5.334802948,5.387643775,5.24331597,4.916129478,5.443856018,5.410083863,5.217351099,5.297131839,5.343674075,5.203199181,5.560040942
"NINJ1",11.50883061,11.43387156,11.23977021,10.61171017,11.4091624,11.18281562,11.17530143,10.52634989,9.870862028,11.34762155,10.4949634,10.00898606,10.92201822,10.52364471,10.09693085
"NIT1",9.130406883,9.13557453,9.031435065,9.070155973,8.942436381,8.887479874,8.850295082,9.03807648,8.872749389,8.969364071,8.821770068,8.887434271,8.874477578,8.89311652,8.700369747
"NKG7",12.45954041,12.55885294,12.27162539,12.58314128,12.63180839,12.25900406,12.77977865,12.56213038,12.39081876,12.4157999,12.47442918,12.33043824,12.68818408,12.34142192,11.97896135
"ATP1B1",5.413688257,5.465078336,5.489455039,5.742368468,5.593678455,5.711005173,5.487648683,5.441046589,5.81795732,5.726728325,5.624296774,5.954746256,5.61624793,5.787479609,5.87878866
"NKTR",10.09520379,9.985629093,9.76493971,9.798295755,9.975710506,9.940163476,10.17201265,10.18394082,10.42657449,10.04308187,10.10324331,10.32408886,9.988168436,10.02631338,10.17869395
"NKX2-2",4.263069743,4.433182667,4.315402563,4.241305074,4.121209783,4.131211759,4.018427108,3.965024175,4.064347043,3.906095099,4.021264754,4.178173061,3.910432328,4.181682286,4.186875443
"NKX3-1",5.720748839,5.552408394,5.940702365,5.62762809,5.629404169,5.450210771,5.54556181,5.210008493,5.424518538,5.678394799,5.329874956,5.59791633,5.511915718,5.311334694,5.727690766
"NKX6-1",4.567007782,4.432654866,4.350947512,4.42600568,4.520300704,4.323867003,4.33625462,4.369259208,4.424001971,4.385653103,4.653979089,4.423304022,4.238506177,4.360121135,4.507731014
"NNAT",5.650997559,5.397373885,5.539676714,5.719567527,5.555226871,5.261978562,5.348176974,5.301311055,5.393353209,5.392482022,5.339856099,5.514382293,5.198472896,5.261151167,5.548805923
"NMB",7.433618321,7.334824107,7.090521204,7.257728822,7.344131236,7.11637248,7.328811131,7.153352456,7.226651428,7.271801015,7.296763144,7.401930792,7.301009725,7.237616809,7.182520901
"NMBR",3.790898493,3.692325295,3.549069121,3.924643841,3.666692443,3.713428837,3.717771919,3.622240171,3.702191925,3.722123944,3.817270741,3.610791938,3.582302883,3.528215397,3.847748965
"ATP1B2",5.967468563,5.896650418,5.912435553,5.871605772,5.712250143,5.768651906,5.675891999,5.640050116,5.565797894,5.827972319,5.788321419,5.878792531,5.682917262,5.588606954,6.048636956
"NME1",7.350778855,7.291457876,7.489263175,7.451076995,7.676587558,7.948854471,7.561045052,8.279907161,8.391247064,7.675007781,8.591688325,8.739070588,8.252927757,8.54175881,8.548250935
"NME3",7.997480801,8.259841209,8.041976466,8.189905399,8.093656503,8.205173364,8.31877031,8.547799772,8.519068562,8.045404082,8.428868956,8.572547184,8.361950765,8.510797729,8.306236847
"NME4",8.283424637,8.234230178,8.047763367,8.430386059,8.473350639,8.037808564,8.278955593,8.085210657,8.244725286,8.342686393,8.031994451,8.33724797,8.373625629,8.247473376,8.706382018
"NMT1",8.500677119,8.458885991,8.262371489,8.630732461,8.256670107,8.389780015,8.494254184,8.446462545,8.48701722,8.337381584,8.264581434,8.558129141,8.298683989,8.353791593,8.146129216
"NNMT",4.764046394,4.665426517,4.785609156,4.885036741,4.83285997,4.725680495,4.664474435,4.619844129,4.75049644,4.653056795,4.670750429,4.732595909,4.564048647,4.735885607,4.694108282
"NOP2",9.078455102,9.010468072,8.814602806,9.243143621,8.791001562,8.779808045,8.943620178,8.910759979,9.193675944,8.817578469,8.868970028,9.097433549,8.764064693,8.809261753,8.925052689
"ATP1B3",9.59697023,9.670329243,9.687604288,10.09629148,9.910983511,9.853902118,9.858107453,10.16193638,10.01822124,9.821663944,9.854881764,10.03100675,10.01561852,10.07425287,9.74914361
"NONO",10.62197344,10.48540214,10.54006687,10.87374767,10.37283046,10.61704787,10.60516774,10.54055664,10.71932185,10.56215362,10.46141413,10.78271588,10.38047096,10.45153334,10.42255121
"NOS1",5.414510263,5.219427354,5.361301094,5.234530689,5.266387627,5.175177876,5.121763673,5.075792643,5.209661539,5.112717204,5.112419138,5.156628193,5.187641513,5.168400165,5.49353565
"NOS2",6.213325103,6.213467382,5.943909032,6.278347274,6.18211542,5.895763147,5.889530513,5.96825568,6.083362592,5.935431976,5.946801988,6.180419664,5.984396769,5.892511622,6.165199426
"NOS3",4.886903735,4.944461383,4.999557394,5.02886386,4.818263971,5.055399598,5.047197802,4.744985756,4.752268507,4.731311986,4.871924428,5.125252682,4.82005573,4.956499419,4.814330478
"CNOT2",9.329752323,9.354224064,9.370110669,9.63187218,9.467990105,9.432543038,9.617368655,9.623488181,9.700558586,9.541090611,9.588547856,9.537047738,9.463665499,9.493133335,9.469549441
"CNOT3",7.096801877,7.024663524,6.799251044,6.822811011,6.735595834,6.71303317,6.762020381,6.644500421,6.444922703,6.830145571,6.504628031,6.544633322,6.466722773,6.336789751,6.429915436
"CNOT4",5.702509454,5.673199501,5.532675708,5.66258456,5.736573356,5.597851258,5.530668911,5.63916858,5.623172584,5.623489046,5.588720324,5.566710506,5.583998241,5.542586648,5.501570426
"NOTCH1",10.0951403,10.28039506,9.950441335,9.520645171,9.39167975,9.724242873,9.666413029,9.473314978,8.836387454,9.647525074,9.579023637,8.9534318,9.347064648,9.225607172,8.368436595
"NPY",5.350426699,5.247395464,5.214999483,5.224560295,5.143581624,5.118932525,5.426315978,5.045800264,5.309736241,5.135822603,5.305011094,5.240386772,5.040135912,5.208606219,5.306527507
"NOTCH2",10.13659532,10.24024169,10.20214635,9.853429711,9.746727915,9.888764234,9.840213108,9.796951363,9.088414211,9.796362248,9.7026937,9.334984332,9.698988326,9.703809469,9.129731833
"NOTCH3",5.199853948,5.177472923,5.287915612,5.287714952,5.158071265,5.205717984,5.17818034,5.023879487,5.254260584,5.041050716,5.109826332,5.086537159,4.992817525,4.885662751,5.147817212
"NOTCH4",5.895692843,5.957129232,6.04087752,5.96949423,6.123097839,5.881569372,6.043964077,5.654552705,5.74858736,5.966255531,5.715374344,5.815881977,5.84781656,5.977067099,5.959338602
"CCN3",6.612126327,6.790372095,6.754186972,6.139761874,6.502699026,6.599895838,6.386965031,6.190324904,5.50740102,6.508678237,6.46797359,6.066858309,6.243405227,6.170048637,5.897290335
"NOVA1",3.454784869,3.449413276,3.451970775,3.379948119,3.34107749,3.456194999,3.364121428,3.401271838,3.421298594,3.342252737,3.325379128,3.58309121,3.399940832,3.380334006,3.511925779
"NOVA2",4.573466062,4.462527114,4.669843081,4.559519138,4.558383244,4.425510103,4.53801846,4.483164984,4.540897718,4.512326483,4.502396412,4.531068951,4.427402016,4.466298686,4.525374083
"PNP",8.657232822,8.838808817,8.901873627,9.089089138,9.183579757,9.188500888,9.057628542,9.6472782,9.710819846,9.036419383,9.730420617,9.614557744,9.709157608,9.948032671,10.21977829
"NPAS1",5.559790042,5.381112831,5.415016302,5.453934646,5.399474684,5.177247383,5.255195477,5.229641355,5.315706326,5.331470257,5.322160471,5.348260088,5.15502504,5.327525435,5.417959994
"NPAS2",4.506269092,4.431468893,4.504239292,4.489963975,4.407857229,4.463915754,4.508295442,4.379594899,4.508707024,4.502873169,4.458761386,4.48368218,4.342619183,4.328182824,4.519876793
"NPAT",7.944704218,7.935860809,7.79341902,7.959117705,8.148863778,8.104455095,8.28577982,8.399958359,8.534192852,8.153803867,8.185531563,8.381058781,8.25759756,8.157236831,8.425141608
"NPC1",8.405386619,8.532812881,8.282920905,8.476120039,8.323438202,8.276217575,8.549713429,8.465568682,8.379424909,8.095844909,8.317394806,8.140305618,8.215444894,8.343601148,8.06818804
"NPHP1",4.472738123,4.552479346,4.371740647,4.581402503,4.473312704,4.39598869,4.275053491,4.731517362,4.448417587,4.33239602,4.530614578,4.561759547,4.446712917,4.400980309,4.468649209
"NPHS1",4.724249581,4.72786337,4.790828272,4.893350602,4.597678826,4.750383438,4.873523315,4.560203649,4.499574954,4.817493983,4.791031995,4.636892019,4.332074869,4.371334463,4.680509205
"NPM1",7.758526629,7.980519641,8.185219613,8.515489745,8.284399189,8.436409509,8.340045949,8.917705572,9.354728808,8.224482363,9.049560844,9.226453261,8.844583532,8.959557472,9.613931717
"FXYD2",5.688789393,5.616440028,5.410745705,5.747036293,5.302899218,5.422657657,5.387580273,5.292888272,5.352962678,5.567874808,5.587836958,5.413607023,5.406237324,5.3529021,5.456509384
"NPPA",6.740852611,6.481584096,6.083300051,6.456114892,6.659769305,6.252734141,6.40987175,6.150129902,6.323396257,6.465027885,6.389573684,6.240852914,6.273965382,6.101059553,6.589976977
"NPPB",5.323719252,5.228327116,5.231659898,5.410128891,5.198646612,5.204553739,5.305003174,5.058024079,5.31048569,5.201058564,5.207301889,5.286652094,5.017025971,5.116651183,5.120663192
"ATP2A1",4.857263739,4.853706432,4.687576977,4.706682893,5.001398912,4.652243073,4.894144193,4.468096975,4.843244192,4.767223461,4.609581724,4.681726095,4.769837899,4.686002746,4.916491987
"NPPC",4.401889893,4.030671075,4.368392345,4.145648367,4.28241654,4.205647452,4.087199622,4.11870752,4.251140174,4.126468568,4.142257516,4.106121755,4.117982156,4.314393336,4.593757822
"NPR1",6.054561654,5.839037329,5.881631107,5.889609526,5.882540568,5.859590201,5.773110342,5.693812813,5.796320228,5.842443618,5.745752451,5.867979899,5.665563677,5.562488701,5.990157114
"NPR2",5.796890185,5.771238754,5.665732767,6.08492453,5.674457827,5.594904789,5.461554374,5.682098669,5.734289584,5.659435135,5.541138713,5.791016572,5.484335002,5.592385473,5.735631603
"NPR3",4.485099515,4.406494866,4.325949626,4.422782969,4.287259791,4.261744262,4.110720285,4.133876912,4.152625436,4.218811288,4.493372872,4.363159626,4.264256192,4.22011034,4.622499968
"NPTX1",5.281958545,5.178880937,5.072349081,4.947584878,5.043462086,5.10331479,4.927059402,4.722076794,4.96372564,4.929780391,5.076900439,5.035122714,4.80029709,5.007379517,5.108174747
"NPTX2",4.089276847,4.051874037,4.174200331,3.834361007,4.00301289,3.927676334,3.904522944,4.074210969,4.153068122,3.990809402,4.093373691,4.195571996,4.059215012,4.079430094,4.231717389
"NPY1R",3.818685635,3.83264774,3.939188831,3.848953042,3.845763234,3.51505551,3.601960865,3.729439888,3.528044847,3.526736201,3.574236216,3.674319898,3.624273309,3.801636348,3.778741399
"NPY2R",3.832218483,3.824473926,3.680827573,3.834217346,3.747861511,3.727497014,3.766112236,3.638334538,3.650759717,3.651163628,3.783718368,3.747944702,3.706508658,3.68488142,3.658328172
"NPY5R",4.122121514,3.998046686,4.073550191,4.129580584,4.118451644,4.078789773,4.122189572,3.951956011,3.827371666,4.315151021,4.217779857,4.020936794,4.041115836,3.977775067,4.101203542
"ATP2A2",8.740088501,8.929941378,8.503558205,8.982013159,8.776829184,8.710315625,8.868386608,8.810888353,8.87602324,8.913919081,8.689472508,8.849925537,8.81344799,8.856888087,8.648979538
"SLC11A2",6.472118271,6.623882869,6.382462619,6.548521428,6.657563392,6.592771183,6.866757263,6.650890051,6.819347022,6.625340332,6.667863153,6.594240086,6.609993808,6.569088446,6.672337502
"NRAP",3.845449768,4.063424483,4.07282469,4.00979542,4.206890526,3.818254666,4.246536608,4.168824734,4.092696948,4.235905786,3.835775942,3.898405924,4.062299825,4.046982965,3.871428326
"NRAS",5.593334966,5.502535748,6.040959871,6.033596232,6.058276918,6.159289455,6.09819603,6.359625964,6.215479379,5.931240589,6.345816521,6.127141908,6.503308243,6.623082499,6.223865998
"NRCAM",5.014316537,4.969180401,4.693343154,4.706191318,4.844690341,4.933639305,4.814570615,4.745243377,4.789666798,4.849259794,4.883530978,4.900725564,4.643596269,4.893868283,5.093293919
"NRDC",9.95665447,10.24097899,10.11278684,9.811259625,9.924361254,10.00378606,10.10738029,10.02585421,9.795925039,9.979186857,10.00911776,9.841130838,10.01012298,9.980103544,9.828984235
"NRF1",7.306283369,7.372031375,7.325120247,7.380460651,7.38867342,7.305452101,7.517509242,7.414809103,7.451406268,7.434881674,7.245976614,7.386324498,7.406324951,7.406064608,7.361311017
"ATP2A3",9.924407034,9.788883309,9.476212507,9.636772575,9.657420969,9.565059327,9.648498663,9.298404351,9.509992223,9.641310287,9.102429867,9.553457517,9.321698635,9.28264415,9.391888635
"ACO1",6.98177691,6.932122141,6.738965541,7.10803676,6.707106223,6.865607495,6.891558786,6.736425738,6.999677411,6.752274565,6.771083656,7.010715801,6.854500749,6.872606097,6.810642565
"NRGN",11.48743052,11.20717202,10.67176855,11.05701088,11.00544468,10.52083783,10.12582184,10.09383435,9.883300601,10.97971602,10.5156083,10.84271931,10.48621689,10.73208056,11.50325514
"NRL",5.068955448,5.096513417,4.985794318,5.157007454,5.106777119,5.015452062,5.029602199,4.931525261,4.988123333,5.024623208,5.03958375,5.177403783,4.935994409,4.786067934,5.131699088
"NRTN",3.504523502,3.52165213,3.51988771,3.476835342,3.537212816,3.323711875,3.445474039,3.580043089,3.58138146,3.410993593,3.427546074,3.5085544,3.488756125,3.536413083,3.465152414
"YBX1",11.48357927,11.11461265,11.10847631,11.83527579,11.55897018,11.19543514,11.28228854,11.42647943,11.49372643,11.46187099,11.52070889,11.66050445,11.72514223,11.5437756,12.1956153
"NSF",9.516495477,9.724247019,9.661291232,9.725508233,9.74530736,9.748437199,9.804843025,9.827914729,9.725607138,9.657748216,9.826750348,9.856630215,9.7796137,9.9060081,9.693666618
"NT5E",5.928587048,5.846722817,5.976579119,6.440612367,6.297874028,6.19365789,6.367376528,6.484490672,6.876708082,6.055153387,6.024270127,6.687340803,6.460935195,6.402640682,6.684746698
"NTF3",5.376420071,5.329812438,5.324912358,5.316573469,5.219998981,5.176090499,5.27276494,5.237428237,5.360885211,5.271363006,5.21764673,5.158920083,5.345425965,5.086632969,5.350210807
"ATP2B1",8.897079876,8.807973508,8.840763504,8.421145426,8.977781324,9.0632402,9.043950078,9.052277847,8.794949126,9.156866114,8.941031985,8.856695577,9.265597271,9.108812599,8.756266646
"NTHL1",6.49963053,6.595473846,6.416880604,6.803630753,6.998645742,6.640382852,6.778578682,6.884964386,6.951867287,6.607237533,6.853397001,6.765738994,6.859462211,6.964674221,6.845003184
"NTRK1",4.34377952,4.035162709,4.117727508,4.078501303,4.121087986,4.107979039,4.164943191,4.039589539,4.163180172,4.054317241,4.210302053,4.132855736,3.988650966,4.062112335,4.155549893
"NTRK2",4.257111976,4.130813783,4.213304834,4.17245753,4.150800267,4.075152134,4.107959654,4.003861331,4.125538704,4.116095071,4.132957402,4.076687789,4.036912726,4.088763611,4.127261547
"NTRK3",5.735221702,5.659254339,5.614431015,5.64202639,5.705717371,5.49234653,5.420611022,5.384634599,5.50675051,5.483278126,5.527174811,5.557717242,5.417415651,5.367692656,5.609640842
"NTN3",5.224267667,5.045775735,4.915432329,5.141651839,5.09733092,4.977318534,5.061085352,4.929222112,4.903522138,5.008967784,5.238998429,4.912268592,5.04752935,5.062160294,4.966064023
"ROR1",5.009006747,4.802903408,5.018257632,4.998576626,4.935091056,4.838664141,4.863747608,4.833519651,4.895847887,4.798082197,4.976970952,4.878476234,4.876687753,4.804092585,5.140655199
"ATP2B2",4.764941849,4.843105104,4.805112858,4.710919718,4.797881553,4.66460001,4.646986877,4.629325185,4.730792786,4.846128411,4.722360633,4.708657704,4.618058582,4.723317936,4.751881316
"ROR2",3.816064316,3.791047406,3.714707262,3.488574633,3.676430572,3.600138544,3.684612751,3.599338683,3.696043689,3.712368251,3.681145158,3.748212328,3.665775442,3.575615373,3.755778332
"DDR2",5.625846677,5.519657322,5.790431957,5.513593324,5.590996446,5.360774299,5.458238999,5.429992234,5.714294377,5.473185261,5.422633307,5.450549004,5.267350789,5.405831004,5.481994598
"NTS",3.921227217,3.861151632,3.870297632,3.910182891,3.815622267,3.883022636,3.874492436,3.818697591,3.908045025,3.923823513,3.997738437,3.872826434,3.870803832,3.774614185,3.801175254
"NTSR1",5.596362447,5.423929716,5.46904233,5.488100268,5.541251544,5.255543641,5.463659434,5.484534322,5.496716237,5.361252371,5.36303482,5.268028418,5.354317546,5.206145042,5.592696128
"NUCB2",6.26799282,6.371840193,6.77610817,6.931339536,6.639888813,7.145968482,7.358926163,7.646390066,8.209156542,6.956539384,7.663443782,7.862381456,7.284421165,7.830021788,7.832171184
"NUMA1",7.953046141,7.903360764,7.668505083,8.093973926,7.302032908,7.714616028,7.600776184,7.582671747,7.768733465,7.542708043,7.559259136,7.86342907,7.112586691,7.34573091,7.345276089
"NUP88",8.270091186,8.403865486,8.457105213,8.837615321,8.863848577,8.813797157,8.925188951,9.316512065,9.529890281,8.750821164,9.291514286,9.460134081,9.37899589,9.47179406,9.407866343
"NUP98",9.008687343,9.173687521,9.10902865,8.688092424,8.795550932,8.86075118,8.854791049,8.802068833,8.510638258,8.959321003,8.649040217,8.463789485,8.747869125,8.88662233,8.411516653
"NR4A2",4.35888381,4.37231765,4.43434389,4.458746146,4.322358435,4.12962562,4.356815928,4.332317297,4.276446615,4.197038817,4.273341255,4.074725062,4.436549094,4.242069888,4.269445094
"ATP2B3",4.933869605,4.756578803,4.898696218,4.86064571,4.896562048,4.698347019,4.93333779,4.62015868,4.856598727,4.846313805,4.653617107,4.673566733,4.626676409,4.699784928,4.823974571
"NVL",7.335009736,7.521104727,7.449277809,7.692969917,7.472033809,7.516634603,7.685560138,7.717395314,7.972775441,7.390693271,7.715218822,7.762247507,7.49281194,7.789850028,7.606518385
"GPR143",4.761602973,4.69641427,4.662684128,4.663268891,4.637713388,4.475005538,4.663096926,4.457786168,4.465703296,4.555627073,4.83824877,4.468558012,4.535654748,4.673208314,4.686467996
"OAS1",9.621574351,9.414475576,9.392964004,9.092876845,9.149189846,9.149797876,8.910917758,9.093805159,8.699400596,8.949515916,8.912184116,8.682904264,8.975141349,8.892075368,8.697404403
"OAS2",9.146937501,9.127932594,8.769648397,8.977366374,8.714128848,8.645140121,8.695763346,8.537797774,8.582776804,8.649439368,8.281180381,8.435379044,8.469333692,8.365665813,8.473675643
"ATP2B4",9.063204376,8.964234822,8.908445594,9.124678725,8.800265825,8.733152275,8.914886717,8.654885333,8.719593221,8.682000934,8.774169851,8.645931698,8.595015206,8.467714909,8.679551546
"OAS3",9.814623468,9.585668545,9.385333755,8.938064383,8.972019332,9.031109166,8.784703207,8.689560926,8.325705618,8.862237993,8.491760687,8.477411495,8.579126485,8.615915019,8.25864047
"OAT",8.785121376,8.931568345,9.39247566,9.265841232,9.484677004,9.584837757,9.540300456,9.762764814,9.687527697,9.500611693,9.643718544,9.545592292,9.906605788,9.989002708,9.671523122
"OAZ1",14.06149451,14.01795743,13.96895173,14.02786021,14.07929884,13.96459587,14.03521088,13.99891572,13.8513794,14.07012717,13.94716577,13.92989333,14.03477262,13.97467717,14.12644741
"OAZ2",10.5049552,10.4292115,10.50965459,9.833906333,10.25099659,10.29726664,9.987375801,9.95851753,9.100679511,10.29388827,9.781083043,9.391977152,9.934842367,9.892134425,9.624407517
"OCA2",5.730338221,5.532053775,5.558068403,5.590061593,5.70325969,5.664974514,5.646221452,5.335133314,5.659648383,5.72034185,5.483738257,5.579305733,5.542108611,5.574194017,5.614710358
"OCRL",6.196084921,6.566198255,6.331980674,6.262955766,6.275808408,6.291495099,6.366297742,6.168984215,6.348890006,6.315539197,6.140365693,6.437031016,6.35336864,6.16031682,6.263494628
"ODC1",10.99808825,10.90042736,10.83448259,11.08448356,11.24434709,10.85274518,11.05779188,10.93399838,11.02555896,11.16165196,11.11519382,11.46932065,11.58418316,11.23414818,11.72257732
"ODF1",5.868555751,5.69371453,6.137442032,6.018077783,5.71924029,5.475846208,5.652087798,5.448327459,5.842657568,5.753007199,5.607519547,5.733967702,5.379025401,5.547304211,5.821693224
"ODF2",6.192941376,6.166254177,6.103243484,6.247094959,6.021868056,6.139461591,5.993529214,6.153907069,6.126332895,5.986468347,6.144160465,6.108503581,5.88474916,5.869375497,5.861084015
"OMD",3.795120255,3.701977794,3.783622838,3.910106663,3.688651615,3.652072694,3.567867137,3.76064207,3.797749466,3.63585038,3.793831019,3.702130863,3.6294174,3.722844231,3.731921641
"ATP4A",4.817003884,4.739368333,5.013413604,4.491244303,4.830050208,4.511567476,4.643671895,4.607161535,4.833386632,4.629591293,4.635218191,4.547426431,4.704939285,4.652729565,4.853387576
"OGDH",9.238439052,9.259755456,9.093613104,9.372660871,8.969426619,9.127382114,9.030636506,9.054905681,8.958035565,9.033517827,8.855109659,9.09208641,8.745856597,8.903666329,8.80215491
"OGG1",7.7031325,7.857335142,7.594641007,7.789026738,8.02332353,7.725719343,7.92085546,7.789303349,7.991676834,7.836494423,7.645501598,7.928010475,7.753747147,7.747730071,7.852549476
"OGN",3.670938089,3.611578053,3.729689955,3.596342512,3.795795868,3.658279604,3.535707947,3.332085416,3.702460136,3.656749266,3.633127332,3.475159232,3.708860296,3.538224485,3.645590308
"ATP4B",4.286967971,4.499307057,4.323565164,4.536113334,4.317900636,4.350530043,4.041040395,4.073853022,4.266557566,4.185168126,4.354481151,4.219067724,4.125560823,3.98973538,4.305130504
"OLR1",4.119683251,4.216808165,4.801620554,3.822787729,4.38214927,4.61271479,4.841269342,4.539040978,4.240581677,4.441319434,5.005630249,4.579963175,5.893344723,5.295896763,4.807389868
"OMG",5.946407965,6.469298431,6.422562519,6.033378364,6.367015381,6.04314787,6.097287237,6.078343509,6.070952535,5.982311998,6.043649418,6.229981152,6.315263089,6.232746922,6.297929211
"OMP",4.354868755,4.261584455,4.423877054,4.385218435,4.310584269,4.413522007,4.198890715,4.085589443,4.445952779,4.125047357,4.120992105,4.355976048,4.270353806,4.397925909,4.304495265
"OPA1",6.56553767,6.8720874,7.013189798,6.929727052,7.051361871,7.111251148,7.520886214,7.421349663,7.462183311,7.15025497,7.287666413,7.306178649,7.47729117,7.439857115,7.448739665
"OPCML",4.341694136,4.387476939,4.392947132,4.54836705,4.290064046,4.272416414,4.289361016,4.153361176,4.249894005,4.370888989,4.323446164,4.301678894,4.069615139,4.101065685,4.339355302
"TNFRSF11B",3.665645377,3.74360003,3.905463924,3.762888811,3.801654792,3.743769193,3.678061147,3.663298939,3.738966919,3.751972393,3.763606459,3.75606419,3.797579281,3.796078242,3.70896022
"SCAPER",6.449271929,6.700000617,6.63996896,6.624238774,6.822640399,6.653500667,6.960381124,6.964103498,6.963509936,6.96355413,6.654679752,6.818459117,6.948781561,6.814384357,6.725807163
"WRAP73",8.169991295,8.120406976,8.025898083,8.138675811,7.977070287,8.082876776,8.128277312,8.136139003,8.019842705,8.018647312,8.041385107,8.015596525,8.075768506,8.026178229,7.821021381
"OPRD1",5.037448508,4.962339014,4.563510111,4.721009123,4.793955031,4.853651926,4.849149879,4.782359313,5.063218591,4.876358732,4.802792864,4.875874441,4.540241494,4.517189225,4.823257973
"CRNN",5.427501852,5.617074269,5.474359975,5.318841399,5.335080751,5.485843164,5.235770987,5.184042391,5.306397837,5.286125723,5.204431991,5.342792149,5.334803038,5.231545131,5.358135811
"OPRM1",4.044376582,3.96307843,4.122170576,3.931370881,3.975623316,3.913574413,3.979507026,3.960915086,3.983020196,3.97437932,3.947269105,4.006404172,3.856059702,3.963036824,4.095092254
