""," Hour 00"," Hour 005"," Hour 012"," Hour 021"," Hour 029"," Hour 045"," Hour 053"," Hour 060"," Hour 069"," Hour 077"," Hour 084"," Hour 093"," Hour 101"," Hour 108"
"PPP2R5C",9.629492353,9.678772897,9.821181747,9.001584214,9.500124142,9.632107008,9.80794778,9.02105698,9.753824358,9.502818961,9.325452912,9.648788465,9.403487873,9.41294782
"CWF19L1",8.622698211,8.433393364,8.629799536,8.145270702,8.523751955,8.775771736,8.500027718,9.252599209,8.5735058,8.33397724,8.309503343,8.790913144,8.639809824,8.63101712
"MCOLN3",4.409916978,4.513561915,4.566322092,4.508183618,4.909006759,4.49010582,4.656780479,5.252540456,4.559183076,4.672346913,4.660012804,4.898102843,4.766751153,4.783407837
"UBE2W",6.038915473,5.08031773,5.883405455,4.287515052,4.925539271,5.260457685,6.313478229,4.176183722,5.725066076,6.394791246,6.265077319,5.601947492,5.613674178,5.041726538
"C4orf19",4.373692019,4.692283847,4.325637818,4.801674102,4.666650794,4.564308011,4.318351483,5.161141961,4.585401404,4.503534261,4.705935259,4.643031462,4.542155403,4.675764633
"RHOT1",8.140712358,8.240067644,8.212960018,6.994980929,7.824478186,8.208829352,8.606199344,6.797791176,9.01467865,8.956792452,8.519169108,8.395749118,8.053412086,8.296367689
"ACOXL",3.561101257,3.529407232,3.515843339,3.752238494,3.810017916,3.592163045,3.488344693,3.951273358,3.642489308,3.467868177,3.809942541,3.533203083,3.611439105,3.52218626
"PPP2R5D",7.842624986,7.825842191,7.888049121,8.113335048,7.880884651,7.913615955,7.680216277,7.523493718,7.506466317,7.304382828,7.404606999,7.749195939,7.941435736,7.976115398
"BRF2",7.720062309,7.607451447,7.708898882,7.907265753,7.648891197,7.582551707,7.588322909,7.71391665,7.601210466,7.393240926,7.628318261,7.794457445,7.917981468,7.720966059
"PPP6R3",8.291458316,8.603123262,8.770591578,8.359477866,8.372025156,8.376841428,8.409164196,8.387017375,8.358713977,8.104987531,8.162367369,8.260326211,8.200985577,8.371345915
"UEVLD",5.54463221,5.181262669,5.614052813,4.675778763,5.448990283,5.495375606,5.64490915,4.137446277,5.892913131,6.112668122,5.716774382,5.677440128,5.253910753,5.686792546
"FBXW7",8.45954221,8.419773665,8.509884999,8.315214086,8.559768595,8.472950537,8.634781602,7.143245791,8.463353395,8.429013048,8.360286893,8.432055114,8.556703406,8.0567286
"TBC1D19",4.969500822,5.02683223,5.306684036,4.545254178,5.188123224,5.172138993,5.088124774,4.366067378,4.705697858,4.889723741,5.11021856,5.237533466,5.244419303,5.210299888
"CCDC91",6.214694323,6.367679768,6.927959596,5.317602656,5.759173243,6.521265464,6.496751407,4.436250138,6.141177771,6.357302827,5.949032811,6.580766164,5.900971377,5.908935737
"RNF121",6.357647887,6.273112435,6.288615364,6.900344137,6.264466312,6.259803703,6.156374542,6.578435296,6.273894794,6.58726933,5.850641117,6.659128315,6.27734343,6.452423424
"BRIX1",5.125489317,5.316231126,5.357904142,5.084045543,5.032473836,5.211767471,4.987670623,3.916722897,5.148055477,4.706977151,4.922461954,5.220695625,4.955893829,5.060287478
"PPP2R5E",9.682088575,8.975605407,9.663525054,8.293741309,9.348868709,9.352948811,9.713237014,6.663555461,9.133970905,9.552983364,9.292634858,9.556680011,9.465168883,9.183831898
"AVPR1A",4.327855068,4.315844744,4.306130826,4.594805578,4.375198505,4.291124152,4.231463067,4.947854734,4.273598743,4.468344482,4.468384769,4.322462418,4.521464333,4.485564643
"OLAH",3.902013232,3.975464213,3.698133741,4.005928869,4.19301007,3.894510761,4.241183777,3.453471598,3.972727766,3.794135962,4.081217483,3.740054868,3.52196779,4.191268693
"GIMAP4",11.72640357,11.75594022,12.02996448,10.87078527,11.68952969,11.9424453,12.04845254,11.63946577,12.30142906,12.22213141,11.92657539,12.17496974,11.75156421,11.9612559
"SPTLC3",3.471116597,3.523763063,3.440563316,3.821488633,3.506796466,3.362263256,3.491349119,4.03199541,3.476741093,3.372517336,3.650425227,3.654377788,3.594692887,3.456027342
"DDX19A",7.607118642,7.549737999,7.537279335,7.030067103,7.433190462,7.512478762,7.4429181,6.233030763,7.263268688,7.288205484,7.229581133,7.693847187,7.500460474,7.26857372
"PPP3CA",9.725339572,9.707495574,9.609397196,8.904026438,9.517127387,9.431846841,9.687456827,8.012199902,9.199053438,9.367420953,9.018063045,9.180230036,8.965735097,9.13513856
"PEF1",10.16684693,10.15097138,10.12657483,10.08127379,10.28042619,10.24651588,10.12701482,9.681927388,10.36431671,10.1497321,10.13859846,10.3083083,10.23325325,10.26959254
"ZNF444",7.456599312,7.511583764,7.621482202,8.113258114,7.536891887,7.594593883,7.454282447,7.502868525,7.479311876,7.259205778,7.321302852,7.622982015,7.795996874,7.546464454
"RFK",6.372439462,6.615762713,6.777265562,5.741181791,6.198422184,6.636600222,6.720986435,4.760664511,6.755034311,6.9026666,6.621633097,7.025844044,6.444092488,6.546618491
"CPPED1",9.813710582,9.404388572,9.167480798,8.989067173,9.926164912,9.355510813,10.14537041,8.001193708,9.521060822,9.84406036,9.030266109,9.234948468,8.713747065,8.842858461
"SLC29A3",7.896532566,7.79145629,7.840117136,8.170769151,7.962172198,7.743623549,7.486185529,8.594825141,7.797826717,7.93103126,7.856321438,7.962345689,8.120181153,8.094168246
"RSAD1",8.713006397,8.709779198,8.901404271,8.719476469,8.573287667,8.798699482,8.626855841,8.781147284,8.23358146,8.056417878,8.256865506,8.721871424,8.673667303,8.526595174
"AP5S1",6.566484957,6.697264817,6.476946016,7.54012729,7.032084748,6.839511042,6.895469315,7.079272918,6.963926342,6.674272041,7.086290946,7.134241753,7.002624452,7.147453901
"TMA16",3.764664396,3.838395116,4.013312138,3.497440195,3.614970957,3.954985524,3.945196319,3.328199557,3.683881523,4.034169348,3.633967466,4.260366468,3.568405492,3.553531278
"PPP4C",10.63155606,10.5031177,10.35944731,10.24365751,10.77728937,10.55357534,10.66590931,10.22007908,10.65118884,10.48006678,10.37848719,10.47282083,10.24637702,10.54207893
"MIS18BP1",5.242061651,4.918601369,5.216716767,4.580796833,4.607405934,4.898295438,5.128808033,4.601602408,4.887662588,5.218548044,5.18082158,5.107323547,4.988240657,4.630508996
"LARP6",4.119756971,4.0517543,4.101034257,4.425170679,4.26150472,4.168312574,4.172450312,4.983540783,4.133778544,4.296125251,4.37322346,4.14210042,4.48278848,4.288760953
"ABCF3",8.215191132,8.075618248,8.293895529,8.068795038,8.194148613,8.139659923,8.00242599,8.290600572,7.935630718,7.62706161,7.89343126,8.210354743,8.267883571,8.169897145
"UFSP2",7.494643876,7.415000213,7.684706688,6.634303112,7.448981275,7.35211178,7.471266807,6.710582021,7.093914815,7.168879063,7.080317514,7.482740295,7.041620577,7.166445559
"AGPAT5",7.049524177,6.617001269,7.419456008,5.935994516,6.123573369,6.967091915,7.030606231,5.896259329,6.94480406,6.997623318,6.914558859,7.031969384,6.882667855,6.271933129
"LIN7C",5.181499544,5.07318824,5.415974292,4.252896267,4.890744206,5.087469594,5.255604253,4.458239821,5.043589917,5.12145987,4.924661159,4.882662208,4.982009614,4.872495476
"RNLS",4.194296136,4.439909871,4.173700862,4.835287959,4.473088754,4.37694114,4.233176473,4.112941985,4.173887593,4.32513105,4.457593038,4.44765924,4.313728449,4.497011565
"MNS1",3.773512481,3.860724146,3.644371605,3.755969498,3.887890857,3.869243749,3.750336311,4.00807132,3.886815273,3.773592514,3.857346429,3.842264457,3.641646531,3.805238529
"PPP3CB",9.807896274,9.948484477,10.04629982,9.376900447,9.629891454,9.727039288,9.755394493,8.921444356,9.469536693,9.531409109,9.449706615,9.890986231,9.641050291,9.600732689
"DRAM1",7.557827125,7.529419126,7.469016489,7.188319909,7.449533558,7.428389023,7.757893437,7.351167126,8.212273694,8.504539979,8.195849705,8.189382668,8.091308383,8.079739689
"SYNJ2BP",6.97650894,6.753778024,7.458714026,6.383565253,6.613110526,7.193962265,7.305592604,6.05460145,6.994875433,6.749435643,6.942812484,7.00332176,7.014911336,6.549270153
"SLC39A9",5.114466686,5.225607774,4.83473884,5.170265785,5.32953876,5.068075178,5.313757454,4.917278831,4.858022702,5.597023906,4.901697674,5.226513157,4.868403235,5.013128687
"NIPSNAP3B",3.975736229,3.94049168,4.171127923,3.895036141,3.776843869,3.923174373,3.841842906,3.584864393,3.711465142,4.076832793,4.231515206,4.039814132,3.978442167,3.802132496
"FBXL8",5.357822301,5.295616809,5.532029451,5.821236107,5.331775774,5.201041769,5.111396953,6.038957875,5.256476704,5.201327353,5.157731465,5.688392856,5.596526958,5.410671515
"PPP3CC",7.752248174,8.117315578,8.216527723,7.21413805,7.876443791,7.826621254,7.982378652,6.388546954,7.601791609,7.282849272,7.222606721,7.857484158,7.538836191,7.523724737
"GIMAP5",11.40147836,11.4291268,11.68493562,11.39528447,11.26355285,11.58840035,11.34023761,10.79402931,11.12463897,10.89355768,11.11710904,11.43817708,11.50012511,11.46882863
"LSG1",8.874319125,9.138635955,9.285746458,8.917153153,9.021441836,8.930494398,8.947114728,8.233369565,8.736174033,8.260935798,8.480946344,8.992613172,8.783501942,8.780579398
"SLC35C1",6.703716961,6.414299075,6.569532506,6.990156439,6.603946409,6.553098337,6.475246151,7.149932123,6.629112421,6.823978877,6.858250118,6.819468501,6.826512891,6.78432548
"PPP3R1",8.679293946,8.314406427,8.401546259,8.199378881,8.064554024,8.575398203,8.678858739,6.71075962,8.543830743,8.795439655,8.467323972,8.425104138,8.60700449,8.63999779
"LAPTM4B",7.340100113,7.035264485,7.194321595,6.779826521,6.863523445,7.062797109,6.927336736,6.824300534,6.643151363,6.916075946,6.758037201,7.104122433,7.071613159,7.203232107
"HJURP",4.492265545,4.492725772,4.528368462,5.157750782,4.740928327,4.572011429,4.385941251,6.092882303,4.433231207,4.224127945,4.623326169,4.779821034,4.902264868,4.487150368
"TBC1D2",6.894898428,6.88446588,6.88270251,7.060604543,7.125962784,6.83701273,6.738347911,7.629656666,6.930039536,6.934653091,7.359911142,7.249347875,7.327129023,7.36389562
"STYK1",3.887837149,3.736573806,3.798634258,3.905306315,3.901587039,3.887782558,3.795920116,3.67058877,3.785571555,3.961939708,3.792635319,3.940446551,3.772173485,3.993219599
"PI4K2A",6.524088647,6.427669646,6.5337386,6.629606093,6.599613368,6.545952669,6.480843486,6.375806336,6.336255357,6.281490404,6.541121362,6.66326871,6.598792289,6.348578273
"IMPACT",5.63558938,5.640704445,5.877739366,5.188475867,5.262556328,5.4398465,5.500958411,5.085294901,5.177028121,5.511247396,5.253153159,5.52320917,5.386927633,5.116435906
"TMEM176A",7.697343898,7.233305446,7.346912131,7.935395289,7.676359465,7.668459751,7.451229054,7.958192309,7.33095078,7.588453794,7.933516571,7.992833281,8.040752606,7.848365009
"LGR4",3.642772324,3.666474281,3.791804533,3.700426576,3.602024253,3.719443567,3.610499422,3.6316086,3.605448528,3.637420869,3.592135911,3.747072013,3.549841512,3.68631586
"PIDD1",7.142712338,7.109298847,7.204086967,7.552605241,7.211276386,7.069353055,6.980753798,7.458769313,6.952690378,6.496024476,6.719843455,7.024823828,7.115084441,6.945022642
"PPP5C",7.230337597,7.268236342,7.385411138,7.03615361,7.22138515,7.348706625,7.121526765,6.4956176,7.22975554,6.823897553,6.936549772,7.037601583,6.838452176,7.069030232
"PPP6C",10.24714495,10.38942737,10.4313526,10.19348305,10.32141877,10.47742699,10.37919072,9.93084793,10.19062942,10.08639687,10.03771791,10.53476567,10.19132745,10.40821819
"MCM10",4.124311334,4.150361903,3.898634186,4.671271891,4.143265246,4.144716096,4.039752283,5.951388911,4.237891271,4.38770926,4.241259759,4.277118876,4.256578135,4.219981547
"PPT1",12.36223063,12.18034799,12.15176285,11.53456217,12.30578348,12.28075044,12.2607609,11.22390038,11.80325733,11.92299581,11.98894251,12.30656431,11.97652082,12.1924609
"PPY",4.291117099,4.099565816,4.174244208,4.277894622,4.455400568,4.362077315,4.137334751,5.598243329,4.319101747,4.453454286,4.427948812,3.912349208,4.153706215,4.701802324
"AVPR1B",6.660272709,6.543143768,6.482784528,7.380779385,6.719084696,6.66679918,6.479755335,7.569979354,6.716753755,6.878036561,6.854956188,6.857812572,7.200695894,7.007384314
"NPY4R",5.23621775,5.411830642,5.324264901,5.882782505,5.169355212,5.479483612,5.261518853,5.976405182,5.186444124,5.72369041,5.529245973,5.350952422,5.459806904,5.538780529
"NCBP3",7.579993346,7.389970313,7.667243068,6.883564487,7.161076047,7.566675203,7.375255356,6.01151291,7.3354418,7.277219629,7.282031189,7.58089577,7.147714464,7.397352864
"SIRPG",9.101383008,8.929522284,9.131879985,8.819019002,9.0709085,9.058264818,8.981073938,8.340618554,8.339731626,7.923445218,8.153269854,8.921615021,8.847947187,8.798889033
"YOD1",4.500102177,4.340602905,4.232623576,3.679169239,3.946678587,4.051336529,4.66412437,3.812553696,3.838399837,5.275289821,4.724009914,4.035610664,4.736550936,4.635473434
"AP1AR",4.388759847,4.699752565,4.931847707,4.173942211,4.289131435,4.628856289,4.703640257,4.02483455,4.65879482,4.799219203,4.467853196,4.962922317,4.437005625,4.306609494
"PRB3",5.562391382,5.487577105,5.643237678,6.399236773,5.786046114,5.326387827,5.429828628,6.216883486,5.563092015,5.61606004,6.031854358,5.650526922,5.770902012,5.724848812
"CSGALNACT2",8.380103497,8.722260592,8.739371786,7.325814456,8.503309877,8.420994563,8.622218856,5.381328958,8.517601625,8.69520296,8.356774621,8.66323077,8.307278087,8.541609121
"PRB4",4.119858764,4.121135789,4.06244816,4.448542659,4.282955087,4.119587929,4.153023285,7.039123575,4.212559181,3.925922512,4.369615543,4.011910786,4.307590633,4.162010776
"PRCC",8.403462233,8.391223937,8.406972198,8.19268481,8.487893921,8.201375511,8.351743954,7.098012037,8.233170839,8.038828651,8.226694881,8.521146062,7.955534248,8.334970476
"NDUFAF7",3.784518201,3.856584338,4.274145237,3.70577296,3.946947178,3.997675258,3.97803708,3.728012133,3.651458407,3.755276874,3.891118546,3.794539145,3.924214551,3.842133569
"PRCP",10.7707102,10.77690801,10.47482992,10.07925679,10.74929844,10.64484311,10.70493272,9.833288936,10.68122585,10.74569818,10.83558926,10.88133441,10.66215359,10.72432952
"PARL",8.984830573,8.804763234,9.074792419,8.842635466,8.76814312,9.026875603,8.791705035,7.961170548,8.913087729,8.58251521,8.66587248,9.139509948,8.961655825,8.903349442
"PRELP",5.872501061,5.775564599,5.796490155,6.23669725,5.796729061,5.915483272,5.760064536,6.774093927,5.828568119,5.914507737,6.045647637,5.874092036,6.185536527,6.03804938
"AVPR2",4.880375866,4.799458027,4.686954423,5.387498897,4.917615644,4.674740412,4.821379884,5.827956898,4.824279707,5.085685629,5.093909138,4.835927413,5.136878261,5.178670438
"ETNK1",5.868230392,6.021434209,6.23003798,5.316301841,5.755915726,6.379059551,6.473726477,4.854248674,6.742696244,6.918861932,6.494199595,6.641650435,6.199288995,6.376437677
"CHST12",8.270144012,8.323305514,8.47971887,8.253777799,8.246386615,8.440932385,8.468228278,9.199644002,9.021930342,8.801543662,8.619837936,8.855670682,8.551998927,8.591874798
"TRPV6",6.301200864,6.344990159,6.191924531,6.742753174,6.508202509,6.37019423,6.284445504,6.166802131,6.478738899,6.426230448,6.522190895,6.305894372,6.847420394,6.479103011
"NOP10",10.531868,10.52041875,9.868398318,10.31736485,10.78420972,9.907279201,10.34579473,9.788143434,10.21901114,10.18570132,11.03415837,10.12535176,10.68464223,10.67424898
"MACROH2A2",6.484970939,6.559001741,6.843807011,6.843215117,6.725976035,6.61810885,6.511757173,6.048269861,6.736578359,6.683848615,6.842044725,6.85533094,6.85296947,6.646987859
"GPRC5D",6.057114497,6.02594279,5.861389737,6.604679615,5.885742057,6.180800342,5.768935211,6.37130177,5.623515155,6.244179709,6.178136256,6.159318499,6.345851488,6.20121531
"SLC35E3",8.601832008,8.185407997,8.261938699,7.902233403,8.192647286,8.408493589,8.276011184,7.14732273,8.161883174,7.959774004,7.782255983,8.249129965,7.916677435,8.003188263
"BATF3",6.490115427,6.509294333,6.353314196,6.658787935,6.579546574,6.542932282,6.597803769,7.069801215,7.520281164,7.434702195,7.313998171,7.064268208,6.893541104,6.941141138
"PREP",8.509398157,8.357847096,8.584402552,8.230817503,8.321749271,8.324549416,8.320282792,7.471218832,8.361729757,8.159541879,8.239492103,8.533096234,8.529792851,8.292982377
"DDX43",3.689326099,3.880932143,3.758586081,3.935259778,3.959420747,3.864549284,4.058280349,4.574881016,3.868016795,3.828088194,3.886939016,4.099564433,3.936550507,4.085201045
"SAGE1",3.443908934,3.392320442,3.482904322,3.702368022,3.586440036,3.596470441,3.516249936,4.535496704,3.598696751,3.353712876,3.51777006,3.72195107,3.592114527,3.782146902
"SMPD3",7.750694615,7.552666981,7.526300738,7.648686269,7.390581874,7.958631629,7.383514226,7.600273855,7.893096848,7.298743813,7.265002418,7.5164253,7.135975525,7.417467463
"ASIC4",5.172578148,5.119873222,5.02752058,5.962007708,5.161491842,5.150990425,4.908484807,6.461128961,5.159570437,5.12185683,5.331917965,5.166412802,5.465430962,5.373246945
"PRF1",12.46244495,12.20693946,12.3216626,12.42067753,12.11803435,12.24956434,11.52230459,10.82800643,12.31752334,11.60969223,12.0244755,12.6798758,12.29479635,12.07684469
"ELAC1",4.768141804,4.513976398,4.342495562,4.69062212,4.285456976,4.337673633,4.283097587,5.504706501,4.313161965,4.445356839,4.340675646,4.282469972,4.539915095,4.346764507
"TRIM36",3.359862889,3.503634974,3.595677327,3.389214876,3.514649877,3.804428224,3.659975492,3.51130255,3.759516987,3.832646779,3.683404702,3.667405563,3.577019333,3.555332857
"DHTKD1",8.72333974,8.781275798,8.546981791,8.145293268,9.00279021,8.671706066,8.84888362,8.765237525,8.748971502,8.723087881,8.060577072,8.442758338,8.412175903,8.307468885
"SRGN",12.20394392,12.29240034,11.8680423,10.88487975,12.10439237,11.71513271,12.63782446,11.41722144,12.25800696,12.46920334,12.47437717,11.95296637,12.15538252,11.82076693
"SLC30A10",3.800436421,3.877270693,3.671439861,4.25827548,3.879152888,3.564701959,3.617867891,5.088740923,3.894950645,3.740087744,3.782065478,3.740368105,3.654120005,3.909655867
"PRG2",5.40328354,5.012450254,5.135993985,6.044292413,5.259714236,5.534631138,5.085595397,6.485577807,5.34262942,5.501915096,5.55969629,5.527603255,5.649077855,5.21327047
"IL17RB",5.320540121,5.557052914,5.378635438,6.009463106,5.355450699,5.663810356,5.462450802,6.428702435,5.468115937,5.629682769,5.882621958,5.67587259,5.401279894,5.554537917
"RBM38",11.45504771,10.84428431,11.09268562,11.46473328,10.76523087,11.49872924,10.96221807,10.48597403,11.23507101,11.68484231,11.61658154,11.55786998,11.04612411,11.18682104
"KLK15",4.367525741,4.39136213,4.372480829,4.665093461,4.247275224,4.42508942,4.515020487,6.412149216,4.466804376,4.57784251,4.309244347,4.729635586,4.12090963,4.279852906
"ENOSF1",8.598388744,8.45433228,8.594829003,7.934673119,8.43865411,8.397418502,8.348693986,7.206910964,7.837908655,7.399842025,7.744859466,8.213220088,8.30521496,7.979525068
"PLXNA3",6.398578755,6.616362519,6.712288993,6.883937302,6.523528495,6.398543846,6.618292809,7.164847217,6.454450568,6.309151285,6.380280286,6.538757117,6.665045504,6.723477784
"HAUS7",7.304239269,7.380008278,7.571080135,7.259054786,7.346037107,7.598880913,7.502999114,7.258398924,7.344999037,7.307198114,7.520153366,7.705477,7.359856164,7.512480862
"DNAH3",5.959942972,5.927282828,5.782604535,6.65116567,5.95497675,5.859136473,5.881080276,6.354935558,6.008336766,5.975809009,5.982214063,5.952432509,6.243824797,5.96439463
"GALNT10",7.557040441,7.21824085,7.32384877,6.855603354,7.291316042,7.299312975,7.231140754,7.175231226,7.373101108,7.697522958,7.774649952,7.57371868,7.088723411,7.610584709
"STAB2",4.759061233,4.643553821,4.450523805,5.364678643,4.838330072,4.604962017,4.683555134,6.612945474,4.486288512,4.790820829,4.684707937,4.672202248,4.994346766,4.872542257
"NAGK",11.47842955,11.53749817,11.5211642,11.14635759,11.77159683,11.57279061,11.98522622,11.98591491,12.38368847,12.22065542,12.07339036,12.20896967,11.82473089,12.05532936
"SUPT20H",9.132170252,9.158667825,9.127888554,8.680888519,9.206128128,8.942630796,9.058171208,7.86576327,9.082283493,9.019443717,9.072010549,8.989551023,9.048588153,8.936932975
"PRIM1",6.663370695,6.610462417,6.812076818,6.184039931,6.30958095,6.737367225,6.820665262,6.415238885,6.346112229,6.224996914,6.486095585,7.076653012,6.87671786,6.65755077
"CHRNA9",4.028247658,4.124440423,4.0586211,4.652442631,4.217823189,4.096424377,3.981378813,4.72876038,3.94671211,3.936357788,3.999368193,4.232429234,4.119104133,4.122972606
"UBE2Q1",10.39272578,10.30180046,10.44129593,10.23394555,10.31377696,10.36122782,10.27353163,9.532256097,10.23407116,10.29348649,10.200502,10.32570397,10.29921725,10.35519212
"BMP2K",8.317212752,8.07911097,7.854125487,7.495741664,8.008710992,8.081525499,8.177497323,6.481994299,8.225375793,8.846288439,8.463939224,8.266756681,8.167037823,8.174279728
"PRIM2",5.078838463,4.953187531,5.332955142,4.477442712,5.199067525,5.174522795,4.959987676,4.06192583,4.833674309,4.695698065,4.696746363,5.048716962,4.806393148,4.8253838
"ZCCHC8",9.240510186,9.359835051,9.355758943,8.271855682,9.091598169,9.172114744,9.381771853,7.343826385,8.875118345,8.798362956,8.899606629,9.443934596,9.101324976,9.048625082
"DDX60",7.521999133,7.821690389,8.089979612,6.19677933,7.37310376,7.699957491,9.295913808,8.440108635,10.44200282,10.50993305,9.886155191,9.153633583,8.853089192,9.557856864
"CDKN2AIP",6.761965644,6.711714353,7.074229084,5.562165913,6.301545693,6.705293555,6.824005424,4.887541532,6.370738561,6.604629232,6.528096135,6.859564015,6.458197375,6.475849814
"TENT5A",9.822830297,9.959014273,9.944207766,9.855037256,10.07572656,10.27456746,11.0055637,11.07452826,11.88501954,11.65538536,11.36084433,10.75513893,10.7663373,10.96330928
"CARMIL1",5.424914149,5.724213639,6.004115933,6.109019369,5.624939099,5.799012461,5.68080118,5.149158039,5.899969638,5.889455722,5.822791429,5.747342696,6.125839194,5.681219578
"PPP1R9A",4.407163877,4.635711702,4.227297846,4.711012961,4.323489646,4.675313404,4.38259508,4.158567105,4.550687942,4.732018218,4.630337295,4.672637097,4.868653232,4.316616926
"OTUB1",8.887075026,8.753548833,8.845280532,9.25781636,8.959575227,8.809808777,8.742336151,8.518872866,8.756328386,8.588423901,8.765492,9.072632962,8.97207124,9.045142561
"FERMT1",4.202762327,4.352762064,4.259570207,4.603900025,4.42054919,4.370147546,4.286712045,4.435229285,4.328773129,4.41046679,4.472033903,4.190067957,4.413921543,4.43494811
"MTMR8",4.160135746,4.261621182,4.063877095,4.677682809,4.174816587,4.309998632,4.172259873,4.943657548,4.422498436,4.402697869,4.322987868,4.421276972,4.545510831,4.525886746
"KIF16B",6.910661481,6.945808105,7.003329592,6.475973538,6.441440531,6.804722552,6.949904988,6.058644576,6.834570214,7.041986732,6.615598504,7.21135828,6.690702634,6.756618229
"PRR5",9.435384613,9.12202093,9.023521839,9.793734389,9.102618284,9.532423981,8.943991512,8.302440454,9.231436562,9.523551075,9.559276484,9.506416089,9.174317634,9.29252911
"ASAP3",6.266867719,6.167163119,6.155690674,6.437144391,6.378869624,6.238416816,6.056692313,6.842365103,6.138108157,6.297199936,6.35245037,6.312114245,6.353831013,6.293677365
"TASP1",6.038368663,6.182037486,6.331363151,5.705058475,5.834175171,6.13036584,5.959520714,4.726759184,5.635688223,5.619552754,5.429608109,6.057493267,5.84485318,5.610768882
"DOCK10",9.799688138,10.17175635,10.1611084,9.319043626,9.728910105,9.705929645,9.925312494,8.468845372,9.398143771,9.469487025,9.319951597,9.687506787,9.729272953,9.658346672
"STAP2",6.022470271,6.17340624,5.971766809,6.635833799,6.019122388,6.26394699,6.10256632,6.48017397,6.202937304,6.246541216,6.286544311,6.229715309,5.697588876,6.027027314
"TRMT1",7.467818734,7.826964254,7.973515384,8.008702791,7.909032881,7.746553144,7.864267882,7.289670496,7.540555883,7.175282031,7.536873226,7.664369804,7.814373416,7.575376789
"TTC27",6.810659659,6.866264348,7.241052809,6.44582506,6.570244757,6.954440081,6.875379013,5.583028358,6.481556976,6.48198912,6.358845409,7.000599383,6.979074874,6.725098855
"THUMPD1",9.127995,9.160696412,9.528681894,8.226889075,8.723632933,9.011856253,9.228431303,7.101443068,8.827189195,8.994007147,8.813198713,8.885358262,8.552359406,8.715879537
"POMGNT1",6.827008862,7.251267925,6.998368412,6.731135587,7.013435123,7.133091339,7.122633067,5.926270561,6.768241053,6.774458872,6.87410893,7.406332484,6.81400669,7.097328999
"AMBRA1",7.844891775,7.922421932,7.944454641,7.669515039,7.908097645,7.90318408,7.851321343,6.725734653,8.285758894,8.207958048,8.212061214,8.076508458,7.924158809,7.860103094
"ZNF407",3.848984338,3.674553941,3.749375506,3.847658598,3.640920207,3.635403467,3.682928986,4.084609918,3.638548225,3.751558983,3.743039945,3.890887836,3.859414479,3.715595352
"PNRC2",8.948446334,9.161782394,9.248228224,7.845563469,8.645788351,8.912014523,8.910403761,8.387348781,8.776860799,9.062800779,8.413796156,9.029326346,9.016120048,8.775648198
"PRKAA1",6.102754503,6.228947682,6.350806663,5.123045739,6.212326425,6.100484977,6.474740325,5.757333365,5.953326442,5.841760755,5.827392332,6.084549125,5.790036102,5.961912343
"SLC39A4",6.794252911,6.764233251,6.862113773,6.915556093,6.932387684,7.106471815,6.771248549,6.368870476,7.081821033,6.439598917,6.570816276,7.243369101,6.886392508,7.056598969
"LRRC40",6.917040463,6.936603304,7.285979512,5.637456871,6.248332662,6.760801186,7.217956054,4.672108775,6.508099145,6.668783316,6.247873449,7.117145522,6.486072916,6.467500581
"KRBOX4",6.912211175,6.991934618,7.252245252,6.407558696,6.737006411,7.078056721,7.21047711,6.25654693,6.888853733,6.220548394,6.296690908,6.986694379,6.726854109,6.493254542
"CHD7",7.923534192,8.026991091,7.873711536,7.409125183,7.756219984,7.675005863,7.611866488,6.21386605,7.667432041,7.673288682,7.262541139,7.7600859,7.71228237,7.73855797
"SYBU",4.711318095,4.587396083,4.573924567,4.615837143,4.636340501,4.586053183,4.431316303,4.723306707,4.576108354,4.447643873,4.370558369,4.127137051,4.495719966,4.277330313
"PRKAA2",4.202744859,3.906745445,3.420150001,4.217012123,3.896904554,3.85105638,3.735264244,3.92828294,4.163273577,3.84506721,4.025893283,3.93275454,4.040860019,3.896710072
"BTBD2",7.868147195,7.954245073,7.877818064,7.964177194,7.757189946,7.940728368,7.67802017,8.00551498,7.413893472,7.214832048,7.328350493,7.990023219,7.666519792,7.742667945
"OSGEP",7.848857549,7.833590963,7.981066924,7.33579212,7.777722634,7.662272014,7.784096494,7.972394717,7.406427991,7.116395702,7.463650516,7.648783054,7.608816197,7.609214288
"RAB20",9.028791394,8.430044884,8.282172091,8.788916701,8.868216125,8.924446729,9.115282547,9.660681804,9.420071063,9.465966396,9.521171561,9.301694061,9.217668676,9.469978397
"PRKAB1",8.129381123,8.047998765,7.910858991,7.633963714,8.059636402,7.983991484,7.885872874,7.924368495,7.91018747,7.931112977,7.81085168,7.842229073,7.966994309,7.763863464
"PIGV",7.94814628,7.838428896,7.906515041,7.714054099,7.77735931,8.049042699,7.937721765,7.066180658,7.99377297,8.059669747,7.948553405,8.187198949,7.860887444,8.093332259
"NHP2",9.268557318,9.168883081,9.428597904,9.170408038,9.182429142,9.572856234,9.13399051,8.962034129,9.064166476,8.908861126,9.126236567,9.546366068,9.351769775,9.404166893
"BCAS4",6.625380702,6.73001135,6.963002712,6.718730566,6.696426472,6.899661898,6.553793944,7.620958931,6.291813193,6.21246599,6.355071732,6.56955615,6.658996159,6.419584962
